Value setting;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Strike Price  K;100,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Discount rate r;0,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dividend q ;0,02;;;;;;;;Delta;;;;;;;;;;;;;;;;Theta ;;;;;;;;
;;;110;0,017950366;0,022346368;0,022000317;0,02089931;0,019742913;0,018678235;0,01772887;0,016887616;0,016140553;0,015473771;0,011337298;0,009235368;0,00790434;0,006960614;;;;;;;;;;;;;;;;
;;;115;0,004599164;0,0110013;0,013465108;0,014262142;0,014382262;0,014212175;0,013915924;0,013568412;0,013205588;0,012845127;0,010046504;0,008364;0,0072369;0,006414619;;;;;;;;;;;;;;;;
;;;120;0,000786004;0,004428583;0,007211998;0,008811361;0,009680392;0,010128177;0,010330008;0,010384988;0,01035071;0,010261696;0,00874386;0,007490395;0,006574225;0,005877378;;;;;;;;;;;;;;;;
;;;125;9,4344E-05;0,001495647;0,003438572;0,004991656;0,006081659;0,006817295;0,007304247;0,007619498;0,007815745;0,007928723;0,007492293;0,006643427;0,005932256;0,005358604;;;;;;;;;;;;;;;;
;;;130;8,3118E-06;0,000433185;0,001480849;0,002621327;0,003597368;0,004365485;0,004950037;0,00538789;0,005712419;0,005950299;0,006333397;0,005843094;0,005322124;0,004865029;;;;;;;;;;;;;;;;
;;;135;5,58238E-07;0,000109646;0,000583302;0,001288061;0,002018457;0,002675962;0,003232166;0,003688776;0,004057785;0,004353235;0,005290897;0,005102018;0,004751025;0,004400983;;;;;;;;;;;;;;;;
;;;140;2,95321E-08;2,46523E-05;0,000212433;0,000597032;0,001081235;0,001578604;0,002042727;0,002454944;0,002811277;0,003114519;0,004374691;0,004426968;0,004223037;0,003968909;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Vega ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;0,1;0,2;0,3;0,4;0,5;0,6;0,7;0,8;0,9;1;2;3;4;5;;;;;;;;;;;;;;;;
;;;60;5,85932E-14;1,00073E-06;0,0002808;0,004902569;0,027941099;0,090594744;0,212291868;0,405477104;0,675097181;1,020280114;7,215946823;14,90067983;22,10520961;28,48063397;;;;;;;;;;;;;;;;
;;;65;7,68168E-10;0,000118075;0,00689152;0,05487563;0,195264126;0,46248475;0,865984715;1,397912675;2,041987588;2,779359362;12,27274624;21,66018841;29,70671587;36,51337457;;;;;;;;;;;;;;;;
;;;70;1,19565E-06;0,004789607;0,082881372;0,359352435;0,887897886;1,649064472;2,595503568;3,678068683;4,855039279;6,093744477;18,68446981;29,20122588;37,68715995;44,66328779;;;;;;;;;;;;;;;;
;;;75;0,000326177;0,081182158;0,556401427;1,518228614;2,841258642;4,384696067;6,045916444;7,758260071;9,48021369;11,18650245;25,97897602;37,01002596;45,60371729;52,56427033;;;;;;;;;;;;;;;;
;;;80;0,021095952;0,668873552;2,306664173;4,464673034;6,799501405;9,146360895;11,43295539;13,63017239;15,72888245;17,7291634;33,50655367;44,56545979;53,0597112;59,91101238;;;;;;;;;;;;;;;;
;;;85;0,41039901;3,018012031;6,394666509;9,701781353;12,76661811;15,57895959;18,16469618;20,55443827;22,77579331;24,85197994;40,58256459;51,4107309;59,73695727;66,47197337;;;;;;;;;;;;;;;;
;;;90;2,90428995;8,202507651;12,63303156;16,34079439;19,54054855;22,37134705;24,92246335;27,25368912;29,40685172;31,41233932;46,6141721;57,19771315;65,40955358;72,09092191;;;;;;;;;;;;;;;;
;;;95;8,718688972;14,50299381;18,72342089;22,17349157;25,14824318;27,79305939;30,19169935;32,39747538;34,44675261;36,36563213;51,18218434;61,70440473;69,9434446;76,68093664;;;;;;;;;;;;;;;;
;;;100;12,58888279;17,76557679;21,71211176;25,01776786;27,91134013;30,51043758;32,88508399;35,08100715;37,13004184;39,0554196;54,07139176;64,83125369;73,28667706;80,21420421;;;;;;;;;;;;;;;;
;;;105;9,697292419;15,88023592;20,39472323;24,08980944;27,27890472;30,11634743;32,69111179;35,05988146;37,26135737;39,32334152;55,25837239;66,58382985;75,45469848;82,71012556;;;;;;;;;;;;;;;;
;;;110;4,343988539;10,81564214;15,97223049;20,23053249;23,88892442;27,12079679;30,03270599;32,6944238;35,15412415;37,44652473;54,87252062;67,04877271;76,51401091;84,22343163;;;;;;;;;;;;;;;;
;;;115;1,216478849;5,819687812;10,68456331;15,08934668;19,0205411;22,55472218;25,76533319;28,71075957;31,4359022;33,97536159;53,14600549;66,36833665;76,56640576;84,83333479;;;;;;;;;;;;;;;;
;;;120;0,226369087;2,550863641;6,231166152;10,15068829;13,93976404;17,5014905;20,82529561;23,92701307;26,82904107;29,55368513;50,36463401;64,71701648;75,73507589;84,63423903;;;;;;;;;;;;;;;;
;;;125;0,029482489;0,934779206;3,223661183;6,239570251;9,502592097;12,78242794;15,97804089;19,04874501;21,98178149;24,77725908;46,8268323;62,28212347;74,15320069;83,72818518;;;;;;;;;;;;;;;;
;;;130;0,002809388;0,292833216;1,501580389;3,544033581;6,079552426;8,853203649;11,71178759;14,56885581;17,37717956;20,11201224;42,81376427;59,2489741;71,95512307;82,21898933;;;;;;;;;;;;;;;;
;;;135;0,000203478;0,07993178;0,63784079;1,8779923;3,67863716;5,852328708;8,246871689;10,75647175;13,31156337;15,86754006;38,57064124;55,79056197;69,26994601;80,20790991;;;;;;;;;;;;;;;;
;;;140;1,15766E-05;0,01932741;0,249821782;0,936146335;2,119219985;3,712877044;5,605243711;7,698704636;9,918184925;12,20891295;34,29757435;52,06113926;66,21722444;77,79062102;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
